date,iso_code,monthly_new_deaths,monthly_total_deaths
2020-02-01,AFG,70,1795
2020-01-01,AFG,88,1774
2020-03-01,AFG,77,1822
2020-04-01,AFG,81,1841
2020-05-01,AFG,197,1847
2020-06-01,AFG,385,1865
2020-07-01,AFG,352,1875
2020-08-01,AFG,122,1902
2020-09-01,AFG,68,1908
2020-10-01,AFG,153,1921
2020-11-01,AFG,265,1939
2020-12-01,AFG,331,2189
2021-01-01,AFG,285,7309
2021-02-01,AFG,206,7310
2021-03-01,AFG,167,7311
2021-04-01,AFG,279,7312
2021-05-01,AFG,412,7312
2021-06-01,AFG,1596,7316
2021-07-01,AFG,1057,7317
2021-08-01,AFG,303,7319
2021-09-01,AFG,229,7321
2021-10-01,AFG,247,7324
2021-11-01,AFG,207,7325
2021-12-01,AFG,179,7356
2022-01-01,AFG,60,7834
2022-02-01,AFG,127,7834
2022-03-01,AFG,44,7834
2022-04-01,AFG,11,7834
2022-05-01,AFG,34,7835
2022-06-01,AFG,23,7835
2022-07-01,AFG,42,7837
2022-08-01,AFG,45,7839
2022-09-01,AFG,35,7839
2022-10-01,AFG,32,7839
2022-11-01,AFG,14,7839
2022-12-01,AFG,26,7849
2023-01-01,AFG,28,7896
2023-02-01,AFG,9,7896
2023-03-01,AFG,1,7896
2023-04-01,AFG,3,7896
2023-05-01,AFG,2,7896
2023-06-01,AFG,0,7896
2023-07-01,AFG,0,7896
2023-08-01,AFG,3,7896
2023-09-01,AFG,1,7896
2023-10-01,AFG,0,7896
2023-11-01,AFG,0,7896
2023-12-01,AFG,0,7896
2020-02-01,OWID_AFR,1798,52580
2020-01-01,OWID_AFR,1803,52250
2020-03-01,OWID_AFR,1938,52847
2020-04-01,OWID_AFR,2846,53277
2020-05-01,OWID_AFR,3871,53564
2020-06-01,OWID_AFR,6003,53870
2020-07-01,OWID_AFR,8605,54118
2020-08-01,OWID_AFR,7949,54520
2020-09-01,OWID_AFR,5268,54870
2020-10-01,OWID_AFR,6683,55264
2020-11-01,OWID_AFR,7371,55662
2020-12-01,OWID_AFR,11372,65468
2021-01-01,OWID_AFR,22925,223365
2021-02-01,OWID_AFR,11372,223517
2021-03-01,OWID_AFR,10480,223666
2021-04-01,OWID_AFR,11051,223764
2021-05-01,OWID_AFR,11130,223846
2021-06-01,OWID_AFR,14405,224047
2021-07-01,OWID_AFR,22587,224175
2021-08-01,OWID_AFR,20642,224335
2021-09-01,OWID_AFR,12791,224472
2021-10-01,OWID_AFR,8670,224591
2021-11-01,OWID_AFR,7915,224745
2021-12-01,OWID_AFR,9063,228453
2022-01-01,OWID_AFR,7587,257229
2022-02-01,OWID_AFR,5669,257230
2022-03-01,OWID_AFR,2116,257231
2022-04-01,OWID_AFR,1349,257232
2022-05-01,OWID_AFR,1962,257237
2022-06-01,OWID_AFR,1236,257244
2022-07-01,OWID_AFR,2691,257245
2022-08-01,OWID_AFR,1429,257332
2022-09-01,OWID_AFR,1178,257332
2022-10-01,OWID_AFR,1220,257333
2022-11-01,OWID_AFR,1242,257334
2022-12-01,OWID_AFR,1231,257439
2023-01-01,OWID_AFR,132,257682
2023-02-01,OWID_AFR,46,257682
2023-03-01,OWID_AFR,104,257682
2023-04-01,OWID_AFR,2,257682
2023-05-01,OWID_AFR,5,257613
2023-06-01,OWID_AFR,7,257619
2023-07-01,OWID_AFR,7,257623
2023-08-01,OWID_AFR,2,257625
2023-09-01,OWID_AFR,7,257626
2023-10-01,OWID_AFR,4,257626
2023-11-01,OWID_AFR,5,257628
2023-12-01,OWID_AFR,4,257629
2020-02-01,ALB,43,839
2020-01-01,ALB,35,822
2020-03-01,ALB,50,852
2020-04-01,ALB,48,870
2020-05-01,ALB,46,889
2020-06-01,ALB,66,905
2020-07-01,ALB,100,922
2020-08-01,ALB,104,936
2020-09-01,ALB,94,951
2020-10-01,ALB,115,965
2020-11-01,ALB,253,977
2020-12-01,ALB,227,1181
2021-01-01,ALB,191,3101
2021-02-01,ALB,323,3104
2021-03-01,ALB,271,3108
2021-04-01,ALB,134,3109
2021-05-01,ALB,105,3110
2021-06-01,ALB,75,3115
2021-07-01,ALB,84,3122
2021-08-01,ALB,110,3126
2021-09-01,ALB,211,3128
2021-10-01,ALB,211,3130
2021-11-01,ALB,179,3132
2021-12-01,ALB,142,3217
2022-01-01,ALB,101,3594
2022-02-01,ALB,85,3594
2022-03-01,ALB,9,3594
2022-04-01,ALB,22,3594
2022-05-01,ALB,3,3594
2022-06-01,ALB,27,3594
2022-07-01,ALB,48,3594
2022-08-01,ALB,25,3594
2022-09-01,ALB,19,3594
2022-10-01,ALB,11,3594
2022-11-01,ALB,10,3594
2022-12-01,ALB,18,3595
2023-01-01,ALB,0,3598
2023-02-01,ALB,2,3598
2023-03-01,ALB,1,3598
2023-04-01,ALB,0,3598
2023-05-01,ALB,0,3596
2023-06-01,ALB,0,3596
2023-07-01,ALB,0,3596
2023-08-01,ALB,0,3596
2023-09-01,ALB,0,3596
2023-10-01,ALB,0,3596
2023-11-01,ALB,0,3596
2023-12-01,ALB,0,3596
2020-02-01,DZA,93,2464
2020-01-01,DZA,84,2447
2020-03-01,DZA,118,2480
2020-04-01,DZA,255,2492
2020-05-01,DZA,232,2501
2020-06-01,DZA,250,2516
2020-07-01,DZA,285,2527
2020-08-01,DZA,268,2539
2020-09-01,DZA,240,2554
2020-10-01,DZA,251,2564
2020-11-01,DZA,412,2575
2020-12-01,DZA,268,2756
2021-01-01,DZA,199,6076
2021-02-01,DZA,186,6083
2021-03-01,DZA,190,6089
2021-04-01,DZA,239,6096
2021-05-01,DZA,239,6103
2021-06-01,DZA,276,6111
2021-07-01,DZA,520,6114
2021-08-01,DZA,684,6122
2021-09-01,DZA,350,6126
2021-10-01,DZA,177,6132
2021-11-01,DZA,211,6137
2021-12-01,DZA,249,6276
2022-01-01,DZA,234,6881
2022-02-01,DZA,141,6881
2022-03-01,DZA,38,6881
2022-04-01,DZA,25,6881
2022-05-01,DZA,18,6881
2022-06-01,DZA,18,6881
2022-07-01,DZA,18,6881
2022-08-01,DZA,19,6881
2022-09-01,DZA,22,6881
2022-10-01,DZA,23,6881
2022-11-01,DZA,27,6881
2022-12-01,DZA,22,6881
2023-01-01,DZA,0,6881
2023-02-01,DZA,0,6881
2023-03-01,DZA,0,6881
2023-04-01,DZA,0,6881
2023-05-01,DZA,0,6881
2023-06-01,DZA,0,6881
2023-07-01,DZA,0,6881
2023-08-01,DZA,0,6881
2023-09-01,DZA,0,6881
2023-10-01,DZA,0,6881
2023-11-01,DZA,0,6881
2023-12-01,DZA,0,6881
2020-02-01,AND,2,76
2020-03-01,AND,15,77
2020-04-01,AND,14,77
2020-05-01,AND,6,78
2020-06-01,AND,4,78
2020-07-01,AND,2,78
2020-08-01,AND,2,78
2020-09-01,AND,4,78
2020-10-01,AND,19,78
2020-11-01,AND,1,78
2020-12-01,AND,12,84
2020-01-01,AND,3,76
2021-01-01,AND,15,131
2021-02-01,AND,9,132
2021-03-01,AND,7,132
2021-04-01,AND,4,132
2021-05-01,AND,1,132
2021-06-01,AND,2,133
2021-07-01,AND,4,133
2021-08-01,AND,2,133
2021-09-01,AND,1,133
2021-10-01,AND,1,133
2021-11-01,AND,1,133
2021-12-01,AND,9,140
2022-01-01,AND,4,157
2022-02-01,AND,4,157
2022-03-01,AND,5,157
2022-04-01,AND,1,157
2022-05-01,AND,0,157
2022-06-01,AND,0,157
2022-07-01,AND,2,158
2022-08-01,AND,1,158
2022-09-01,AND,1,158
2022-10-01,AND,0,158
2022-11-01,AND,2,158
2022-12-01,AND,7,165
2023-01-01,AND,0,165
2023-02-01,AND,0,165
2023-03-01,AND,0,165
2023-04-01,AND,0,165
2023-05-01,AND,0,165
2023-06-01,AND,0,165
2023-07-01,AND,0,165
2023-08-01,AND,0,165
2023-09-01,AND,0,165
2023-10-01,AND,0,165
2023-11-01,AND,0,165
2023-12-01,AND,0,165
2020-03-01,AGO,14,352
2020-01-01,AGO,11,350
2020-02-01,AGO,14,351
2020-04-01,AGO,12,353
2020-05-01,AGO,15,354
2020-06-01,AGO,23,354
2020-07-01,AGO,37,354
2020-08-01,AGO,40,355
2020-09-01,AGO,67,358
2020-10-01,AGO,83,362
2020-11-01,AGO,44,365
2020-12-01,AGO,48,405
2021-01-01,AGO,108,1735
2021-02-01,AGO,54,1735
2021-03-01,AGO,55,1735
2021-04-01,AGO,77,1735
2021-05-01,AGO,171,1735
2021-06-01,AGO,129,1735
2021-07-01,AGO,113,1735
2021-08-01,AGO,183,1735
2021-09-01,AGO,233,1736
2021-10-01,AGO,104,1737
2021-11-01,AGO,48,1737
2021-12-01,AGO,90,1770
2022-01-01,AGO,55,1924
2022-02-01,AGO,2,1924
2022-03-01,AGO,4,1924
2022-04-01,AGO,3,1924
2022-05-01,AGO,17,1925
2022-06-01,AGO,10,1925
2022-07-01,AGO,22,1925
2022-08-01,AGO,10,1925
2022-09-01,AGO,7,1925
2022-10-01,AGO,7,1925
2022-11-01,AGO,16,1925
2022-12-01,AGO,7,1930
2023-01-01,AGO,1,1933
2023-02-01,AGO,2,1933
2023-03-01,AGO,0,1933
2023-04-01,AGO,0,1933
2023-05-01,AGO,0,1931
2023-06-01,AGO,0,1931
2023-07-01,AGO,0,1931
2023-08-01,AGO,0,1931
2023-09-01,AGO,0,1931
2023-10-01,AGO,0,1931
2023-11-01,AGO,0,1931
2023-12-01,AGO,0,1931
2020-03-01,AIA,,
2020-01-01,AIA,,
2020-02-01,AIA,,
2020-04-01,AIA,,
2020-05-01,AIA,,
2020-06-01,AIA,,
2020-07-01,AIA,,
2020-08-01,AIA,,
2020-09-01,AIA,,
2020-10-01,AIA,,
2020-11-01,AIA,,
2020-12-01,AIA,,
2021-01-01,AIA,0,3
2021-02-01,AIA,0,3
2021-03-01,AIA,0,3
2021-04-01,AIA,0,3
2021-05-01,AIA,0,3
2021-06-01,AIA,1,4
2021-07-01,AIA,0,4
2021-08-01,AIA,0,4
2021-09-01,AIA,1,4
2021-10-01,AIA,1,4
2021-11-01,AIA,2,4
2021-12-01,AIA,1,5
2022-01-01,AIA,2,12
2022-02-01,AIA,0,12
2022-03-01,AIA,0,12
2022-04-01,AIA,1,12
2022-05-01,AIA,1,12
2022-06-01,AIA,0,12
2022-07-01,AIA,2,12
2022-08-01,AIA,1,12
2022-09-01,AIA,0,12
2022-10-01,AIA,0,12
2022-11-01,AIA,0,12
2022-12-01,AIA,0,12
2023-01-01,AIA,0,12
2023-02-01,AIA,0,12
2023-03-01,AIA,0,12
2023-04-01,AIA,0,12
2023-05-01,AIA,0,12
2023-06-01,AIA,0,12
2023-07-01,AIA,0,12
2023-08-01,AIA,0,12
2023-09-01,AIA,0,12
2023-10-01,AIA,0,12
2023-11-01,AIA,0,12
2023-12-01,AIA,0,12
2020-03-01,ATG,0,4
2020-01-01,ATG,0,4
2020-02-01,ATG,0,4
2020-04-01,ATG,1,4
2020-05-01,ATG,0,4
2020-06-01,ATG,0,4
2020-07-01,ATG,1,4
2020-08-01,ATG,1,4
2020-09-01,ATG,0,4
2020-10-01,ATG,0,4
2020-11-01,ATG,1,4
2020-12-01,ATG,1,5
2021-01-01,ATG,4,117
2021-02-01,ATG,8,117
2021-03-01,ATG,9,117
2021-04-01,ATG,8,117
2021-05-01,ATG,11,117
2021-06-01,ATG,3,117
2021-07-01,ATG,3,117
2021-08-01,ATG,4,117
2021-09-01,ATG,34,117
2021-10-01,ATG,13,117
2021-11-01,ATG,12,117
2021-12-01,ATG,5,119
2022-01-01,ATG,7,146
2022-02-01,ATG,1,146
2022-03-01,ATG,0,146
2022-04-01,ATG,2,146
2022-05-01,ATG,1,146
2022-06-01,ATG,5,146
2022-07-01,ATG,2,146
2022-08-01,ATG,2,146
2022-09-01,ATG,3,146
2022-10-01,ATG,4,146
2022-11-01,ATG,0,146
2022-12-01,ATG,0,146
2023-01-01,ATG,0,146
2023-02-01,ATG,0,146
2023-03-01,ATG,0,146
2023-04-01,ATG,0,146
2023-05-01,ATG,0,146
2023-06-01,ATG,0,146
2023-07-01,ATG,0,146
2023-08-01,ATG,0,146
2023-09-01,ATG,0,146
2023-10-01,ATG,0,146
2023-11-01,ATG,0,146
2023-12-01,ATG,0,146
2020-01-01,ARG,4068,38928
2020-02-01,ARG,1340,39156
2020-03-01,ARG,1286,39305
2020-04-01,ARG,1541,39512
2020-05-01,ARG,1334,39632
2020-06-01,ARG,1758,39770
2020-07-01,ARG,2952,39888
2020-08-01,ARG,4750,40009
2020-09-01,ARG,7151,40222
2020-10-01,ARG,8151,40431
2020-11-01,ARG,5315,40606
2020-12-01,ARG,3599,43245
2021-01-01,ARG,5346,116597
2021-02-01,ARG,4237,116617
2021-03-01,ARG,4759,116639
2021-04-01,ARG,8219,116643
2021-05-01,ARG,12284,116646
2021-06-01,ARG,11451,116680
2021-07-01,ARG,9018,116703
2021-08-01,ARG,5848,116708
2021-09-01,ARG,4266,116719
2021-10-01,ARG,2961,116748
2021-11-01,ARG,2801,116760
2021-12-01,ARG,2734,117169
2022-01-01,ARG,4104,130025
2022-02-01,ARG,2689,130025
2022-03-01,ARG,1442,130025
2022-04-01,ARG,791,130034
2022-05-01,ARG,545,130034
2022-06-01,ARG,347,130034
2022-07-01,ARG,684,130034
2022-08-01,ARG,763,130034
2022-09-01,ARG,389,130034
2022-10-01,ARG,438,130034
2022-11-01,ARG,371,130041
2022-12-01,ARG,392,130124
2023-01-01,ARG,172,130463
2023-02-01,ARG,73,130463
2023-03-01,ARG,0,130463
2023-04-01,ARG,0,130463
2023-05-01,ARG,0,130421
2023-06-01,ARG,16,130437
2023-07-01,ARG,0,130437
2023-08-01,ARG,0,130437
2023-09-01,ARG,78,130437
2023-10-01,ARG,0,130437
2023-11-01,ARG,0,130437
2023-12-01,ARG,0,130437
2020-03-01,ARM,92,2254
2020-04-01,ARM,110,2277
2020-05-01,ARM,172,2309
2020-06-01,ARM,257,2326
2020-07-01,ARM,255,2344
2020-08-01,ARM,178,2372
2020-09-01,ARM,126,2393
2020-10-01,ARM,403,2416
2020-11-01,ARM,599,2445
2020-12-01,ARM,441,2823
2020-02-01,ARM,102,2228
2020-01-01,ARM,88,2193
2021-01-01,ARM,331,7610
2021-02-01,ARM,223,7631
2021-03-01,ARM,430,7644
2021-04-01,ARM,535,7669
2021-05-01,ARM,327,7683
2021-06-01,ARM,179,7691
2021-07-01,ARM,241,7718
2021-08-01,ARM,338,7728
2021-09-01,ARM,515,7747
2021-10-01,ARM,895,7767
2021-11-01,ARM,772,7788
2021-12-01,ARM,365,7972
2022-01-01,ARM,65,8710
2022-02-01,ARM,327,8710
2022-03-01,ARM,75,8710
2022-04-01,ARM,25,8710
2022-05-01,ARM,34,8712
2022-06-01,ARM,21,8712
2022-07-01,ARM,31,8712
2022-08-01,ARM,31,8712
2022-09-01,ARM,32,8712
2022-10-01,ARM,39,8712
2022-11-01,ARM,31,8712
2022-12-01,ARM,33,8716
2023-01-01,ARM,1,8721
2023-02-01,ARM,2,8721
2023-03-01,ARM,0,8721
2023-04-01,ARM,0,8721
2023-05-01,ARM,0,8717
2023-06-01,ARM,0,8717
2023-07-01,ARM,0,8717
2023-08-01,ARM,2,8719
2023-09-01,ARM,0,8719
2023-10-01,ARM,0,8719
2023-11-01,ARM,0,8719
2023-12-01,ARM,0,8719
2020-03-01,ABW,1,45
2020-01-01,ABW,0,45
2020-02-01,ABW,5,45
2020-04-01,ABW,3,45
2020-05-01,ABW,2,45
2020-06-01,ABW,0,45
2020-07-01,ABW,3,45
2020-08-01,ABW,7,45
2020-09-01,ABW,11,45
2020-10-01,ABW,9,46
2020-11-01,ABW,6,46
2020-12-01,ABW,3,49
2021-01-01,ABW,8,174
2021-02-01,ABW,9,174
2021-03-01,ABW,14,174
2021-04-01,ABW,12,174
2021-05-01,ABW,8,174
2021-06-01,ABW,2,174
2021-07-01,ABW,7,175
2021-08-01,ABW,37,176
2021-09-01,ABW,14,176
2021-10-01,ABW,6,177
2021-11-01,ABW,9,177
2021-12-01,ABW,6,181
2022-01-01,ABW,11,236
2022-02-01,ABW,16,236
2022-03-01,ABW,4,236
2022-04-01,ABW,61,271
2022-05-01,ABW,2,236
2022-06-01,ABW,5,236
2022-07-01,ABW,45,280
2022-08-01,ABW,4,280
2022-09-01,ABW,3,280
2022-10-01,ABW,3,280
2022-11-01,ABW,2,280
2022-12-01,ABW,2,280
2023-01-01,ABW,0,282
2023-02-01,ABW,0,282
2023-03-01,ABW,0,282
2023-04-01,ABW,0,282
2023-05-01,ABW,0,281
2023-06-01,ABW,0,281
2023-07-01,ABW,0,281
2023-08-01,ABW,0,281
2023-09-01,ABW,1,282
2023-10-01,ABW,0,282
2023-11-01,ABW,0,282
2023-12-01,ABW,1,282
2020-01-01,OWID_ASI,10400,294063
2020-02-01,OWID_ASI,12168,295716
2020-03-01,OWID_ASI,13589,297451
2020-04-01,OWID_ASI,17143,299102
2020-05-01,OWID_ASI,18363,300640
2020-06-01,OWID_ASI,28727,302184
2020-07-01,OWID_ASI,36763,303685
2020-08-01,OWID_ASI,39426,305312
2020-09-01,OWID_ASI,43253,306854
2020-10-01,OWID_ASI,39025,308404
2020-11-01,OWID_ASI,40894,309926
2020-12-01,OWID_ASI,37335,337951
2021-01-01,OWID_ASI,52498,1220503
2021-02-01,OWID_ASI,42283,1221814
2021-03-01,OWID_ASI,51410,1223286
2021-04-01,OWID_ASI,99437,1224366
2021-05-01,OWID_ASI,132403,1228342
2021-06-01,OWID_ASI,82166,1229572
2021-07-01,OWID_ASI,100102,1230788
2021-08-01,OWID_ASI,112165,1231996
2021-09-01,OWID_ASI,74951,1233452
2021-10-01,OWID_ASI,56709,1234757
2021-11-01,OWID_ASI,56902,1236253
2021-12-01,OWID_ASI,53789,1259848
2022-01-01,OWID_ASI,35608,1503196
2022-02-01,OWID_ASI,38999,1503552
2022-03-01,OWID_ASI,39400,1503912
2022-04-01,OWID_ASI,20540,1504323
2022-05-01,OWID_ASI,12917,1504605
2022-06-01,OWID_ASI,12984,1504940
2022-07-01,OWID_ASI,14920,1505369
2022-08-01,OWID_ASI,21704,1505816
2022-09-01,OWID_ASI,15356,1506225
2022-10-01,OWID_ASI,13102,1506584
2022-11-01,OWID_ASI,14191,1507035
2022-12-01,OWID_ASI,17219,1516711
2023-01-01,OWID_ASI,89906,1622806
2023-02-01,OWID_ASI,4117,1622944
2023-03-01,OWID_ASI,937,1623045
2023-04-01,OWID_ASI,4180,1623152
2023-05-01,OWID_ASI,905,1617600
2023-06-01,OWID_ASI,914,1617838
2023-07-01,OWID_ASI,937,1618105
2023-08-01,OWID_ASI,972,1618435
2023-09-01,OWID_ASI,871,1618759
2023-10-01,OWID_ASI,772,1619062
2023-11-01,OWID_ASI,949,1619386
2023-12-01,OWID_ASI,982,1619636
2020-01-01,AUS,18,908
2020-02-01,AUS,36,908
2020-03-01,AUS,91,908
2020-04-01,AUS,63,908
2020-05-01,AUS,27,908
2020-06-01,AUS,29,908
2020-07-01,AUS,118,908
2020-08-01,AUS,330,908
2020-09-01,AUS,104,908
2020-10-01,AUS,40,908
2020-11-01,AUS,32,908
2020-12-01,AUS,22,909
2021-01-01,AUS,41,2021
2021-02-01,AUS,50,2033
2021-03-01,AUS,40,2042
2021-04-01,AUS,41,2050
2021-05-01,AUS,44,2056
2021-06-01,AUS,43,2065
2021-07-01,AUS,56,2072
2021-08-01,AUS,110,2082
2021-09-01,AUS,257,2084
2021-10-01,AUS,312,2100
2021-11-01,AUS,171,2104
2021-12-01,AUS,181,2253
2022-01-01,AUS,1739,16203
2022-02-01,AUS,1107,16244
2022-03-01,AUS,838,16244
2022-04-01,AUS,1095,16244
2022-05-01,AUS,1237,16264
2022-06-01,AUS,1317,16284
2022-07-01,AUS,1809,16304
2022-08-01,AUS,1773,16438
2022-09-01,AUS,1186,16462
2022-10-01,AUS,636,16462
2022-11-01,AUS,728,16462
2022-12-01,AUS,986,17052
2023-01-01,AUS,934,19373
2023-02-01,AUS,601,19458
2023-03-01,AUS,31,19459
2023-04-01,AUS,30,19459
2023-05-01,AUS,173,18828
2023-06-01,AUS,19,18828
2023-07-01,AUS,0,18828
2023-08-01,AUS,16,18828
2023-09-01,AUS,264,19063
2023-10-01,AUS,38,19070
2023-11-01,AUS,31,19070
2023-12-01,AUS,270,19070
2020-02-01,AUT,227,4340
2020-01-01,AUT,201,4205
2020-03-01,AUT,341,4484
2020-04-01,AUT,467,4622
2020-05-01,AUT,283,4767
2020-06-01,AUT,293,4906
2020-07-01,AUT,250,5029
2020-08-01,AUT,237,5135
2020-09-01,AUT,321,5267
2020-10-01,AUT,553,5384
2020-11-01,AUT,2232,5517
2020-12-01,AUT,2081,7486
2021-01-01,AUT,1474,15485
2021-02-01,AUT,832,15536
2021-03-01,AUT,967,15611
2021-04-01,AUT,938,15688
2021-05-01,AUT,542,15758
2021-06-01,AUT,408,15828
2021-07-01,AUT,341,15887
2021-08-01,AUT,369,15952
2021-09-01,AUT,529,16022
2021-10-01,AUT,602,16085
2021-11-01,AUT,1412,16144
2021-12-01,AUT,915,16815
2022-01-01,AUT,410,21216
2022-02-01,AUT,649,21225
2022-03-01,AUT,860,21231
2022-04-01,AUT,466,21232
2022-05-01,AUT,286,21232
2022-06-01,AUT,232,21242
2022-07-01,AUT,334,21247
2022-08-01,AUT,313,21257
2022-09-01,AUT,219,21257
2022-10-01,AUT,315,21265
2022-11-01,AUT,288,21265
2022-12-01,AUT,361,21443
2023-01-01,AUT,154,21891
2023-02-01,AUT,121,21899
2023-03-01,AUT,39,21907
2023-04-01,AUT,51,21921
2023-05-01,AUT,7,21755
2023-06-01,AUT,9,21755
2023-07-01,AUT,12,21765
2023-08-01,AUT,6,21768
2023-09-01,AUT,8,21773
2023-10-01,AUT,27,21773
2023-11-01,AUT,27,21781
2023-12-01,AUT,17,21788
2020-01-01,AZE,74,1433
2020-02-01,AZE,72,1470
2020-03-01,AZE,82,1510
2020-04-01,AZE,83,1551
2020-05-01,AZE,108,1593
2020-06-01,AZE,176,1632
2020-07-01,AZE,219,1675
2020-08-01,AZE,112,1713
2020-09-01,AZE,112,1755
2020-10-01,AZE,194,1793
2020-11-01,AZE,570,1840
2020-12-01,AZE,839,2641
2021-01-01,AZE,401,7884
2021-02-01,AZE,257,7905
2021-03-01,AZE,492,7929
2021-04-01,AZE,760,7947
2021-05-01,AZE,390,7967
2021-06-01,AZE,214,7983
2021-07-01,AZE,220,8004
2021-08-01,AZE,683,8019
2021-09-01,AZE,643,8038
2021-10-01,AZE,640,8055
2021-11-01,AZE,604,8070
2021-12-01,AZE,413,8358
2022-01-01,AZE,312,9981
2022-02-01,AZE,460,9983
2022-03-01,AZE,147,9983
2022-04-01,AZE,73,9983
2022-05-01,AZE,58,9983
2022-06-01,AZE,77,9984
2022-07-01,AZE,89,9984
2022-08-01,AZE,87,9984
2022-09-01,AZE,113,9984
2022-10-01,AZE,79,9986
2022-11-01,AZE,80,9986
2022-12-01,AZE,75,10008
2023-01-01,AZE,50,10119
2023-02-01,AZE,29,10122
2023-03-01,AZE,6,10126
2023-04-01,AZE,2,10127
2023-05-01,AZE,2,10096
2023-06-01,AZE,4,10096
2023-07-01,AZE,4,10096
2023-08-01,AZE,4,10097
2023-09-01,AZE,3,10097
2023-10-01,AZE,5,10098
2023-11-01,AZE,6,10098
2023-12-01,AZE,4,10098
2020-03-01,BHS,3,163
2020-01-01,BHS,1,163
2020-02-01,BHS,2,163
2020-04-01,BHS,7,163
2020-05-01,BHS,5,163
2020-06-01,BHS,6,163
2020-07-01,BHS,10,163
2020-08-01,BHS,37,163
2020-09-01,BHS,37,163
2020-10-01,BHS,40,163
2020-11-01,BHS,11,163
2020-12-01,BHS,11,170
2021-01-01,BHS,37,677
2021-02-01,BHS,50,685
2021-03-01,BHS,26,695
2021-04-01,BHS,48,695
2021-05-01,BHS,18,695
2021-06-01,BHS,79,705
2021-07-01,BHS,55,705
2021-08-01,BHS,60,705
2021-09-01,BHS,85,705
2021-10-01,BHS,61,708
2021-11-01,BHS,14,708
2021-12-01,BHS,14,717
2022-01-01,BHS,29,833
2022-02-01,BHS,17,833
2022-03-01,BHS,17,833
2022-04-01,BHS,11,833
2022-05-01,BHS,11,833
2022-06-01,BHS,10,833
2022-07-01,BHS,1,833
2022-08-01,BHS,3,833
2022-09-01,BHS,10,833
2022-10-01,BHS,4,833
2022-11-01,BHS,1,833
2022-12-01,BHS,2,833
2023-01-01,BHS,0,833
2023-02-01,BHS,0,833
2023-03-01,BHS,0,833
2023-04-01,BHS,0,833
2023-05-01,BHS,0,833
2023-06-01,BHS,0,833
2023-07-01,BHS,0,833
2023-08-01,BHS,0,833
2023-09-01,BHS,0,833
2023-10-01,BHS,0,833
2023-11-01,BHS,0,833
2023-12-01,BHS,0,833
2020-02-01,BHR,4,341
2020-01-01,BHR,8,341
2020-03-01,BHR,14,341
2020-04-01,BHR,15,341
2020-05-01,BHR,18,341
2020-06-01,BHR,60,341
2020-07-01,BHR,47,341
2020-08-01,BHR,33,343
2020-09-01,BHR,60,347
2020-10-01,BHR,54,347
2020-11-01,BHR,18,347
2020-12-01,BHR,21,352
2021-01-01,BHR,57,1394
2021-02-01,BHR,87,1394
2021-03-01,BHR,77,1394
2021-04-01,BHR,120,1394
2021-05-01,BHR,314,1394
2021-06-01,BHR,191,1394
2021-07-01,BHR,41,1394
2021-08-01,BHR,36,1394
2021-09-01,BHR,29,1394
2021-10-01,BHR,39,1394
2021-11-01,BHR,23,1394
2021-12-01,BHR,28,1394
2022-01-01,BHR,15,1536
2022-02-01,BHR,33,1536
2022-03-01,BHR,12,1536
2022-04-01,BHR,5,1536
2022-05-01,BHR,15,1536
2022-06-01,BHR,3,1536
2022-07-01,BHR,14,1536
2022-08-01,BHR,10,1536
2022-09-01,BHR,6,1536
2022-10-01,BHR,11,1536
2022-11-01,BHR,11,1536
2022-12-01,BHR,10,1539
2023-01-01,BHR,6,1549
2023-02-01,BHR,5,1550
2023-03-01,BHR,2,1552
2023-04-01,BHR,0,1552
2023-05-01,BHR,0,1544
2023-06-01,BHR,0,1544
2023-07-01,BHR,0,1544
2023-08-01,BHR,0,1544
2023-09-01,BHR,0,1544
2023-10-01,BHR,0,1544
2023-11-01,BHR,0,1544
2023-12-01,BHR,0,1544
2020-08-01,BGD,1004,6906
2020-09-01,BGD,785,6930
2020-10-01,BGD,618,6967
2020-11-01,BGD,714,6986
2020-12-01,BGD,801,7559
2020-03-01,BGD,220,6748
2020-01-01,BGD,192,6675
2020-02-01,BGD,233,6713
2020-04-01,BGD,352,6772
2020-05-01,BGD,634,6807
2020-06-01,BGD,984,6838
2020-07-01,BGD,1022,6874
2021-01-01,BGD,981,27983
2021-02-01,BGD,846,27986
2021-03-01,BGD,1196,27989
2021-04-01,BGD,2300,27989
2021-05-01,BGD,1285,28001
2021-06-01,BGD,2117,28005
2021-07-01,BGD,4772,28010
2021-08-01,BGD,3302,28016
2021-09-01,BGD,1315,28016
2021-10-01,BGD,856,28017
2021-11-01,BGD,792,28022
2021-12-01,BGD,751,28072
2022-01-01,BGD,340,29433
2022-02-01,BGD,302,29433
2022-03-01,BGD,66,29434
2022-04-01,BGD,62,29434
2022-05-01,BGD,68,29435
2022-06-01,BGD,71,29435
2022-07-01,BGD,131,29436
2022-08-01,BGD,73,29436
2022-09-01,BGD,72,29436
2022-10-01,BGD,89,29436
2022-11-01,BGD,50,29436
2022-12-01,BGD,44,29440
2023-01-01,BGD,1,29445
2023-02-01,BGD,1,29445
2023-03-01,BGD,1,29445
2023-04-01,BGD,0,29445
2023-05-01,BGD,0,29443
2023-06-01,BGD,0,29443
2023-07-01,BGD,0,29443
2023-08-01,BGD,1,29444
2023-09-01,BGD,0,29444
